ProductName,ProductCode,ProductTypeName,ProductMainGroupName,ProductSubGroupName,UOMName,PhysicalStockQty
Head Bolt 10x70WZP,NewCont,,Assembling,Assembling,Kg,100
Chassis VIctory,CSVY,,Assembling,Assembling,Kg,10
Rickshaw Battery,Battery,Consumable,Assembling,Assembling,Kg,100
Cell,Cell,Consumable,Assembling,Assembling,Kg,1100
